"DateTime","Sensor_id","Vendor","SensorModel","LAT","LONG","Zone","NoiseLevel_db","AlertTriggered","SensorStatus"
21-04-26 04:02:38,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 04:12:40,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 04:22:40,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 04:32:41,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 04:42:40,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 04:52:41,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 05:02:41,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 05:12:42,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 05:22:45,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 05:32:46,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 05:42:47,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 05:52:50,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 06:02:52,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 06:12:54,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 06:22:54,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 06:32:57,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 06:42:59,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 06:53:01,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 07:03:01,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 07:13:03,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 07:23:06,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 07:33:07,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 07:43:08,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 07:53:08,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 08:03:07,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 08:13:08,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 08:23:08,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 08:33:09,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 08:43:10,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 08:53:10,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 09:03:10,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
21-04-26 09:13:14,"64d7e0e4cfeba0b6","ATT","AQM-01-00-01-00-01-00-GY",29.41491,-98.481464,"Downtown",30,"None","Normal"
