"DateTime","Sensor_id","Vendor","SensorModel","LAT","LONG","Zone","Temp_C","Temp_F","DistToWL_ft","DistToWL_m","DistToDF_ft","DistToDF_m","AlertTriggered","SensorStatus"
21-04-26 08:13:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.678477690288714,2.95,9.665354330708661,2.946,"N","Normal"
21-04-26 08:28:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.678477690288714,2.95,9.665354330708661,2.946,"N","Normal"
21-04-26 08:43:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.678477690288714,2.95,9.665354330708661,2.946,"N","Normal"
21-04-26 08:58:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.678477690288714,2.95,9.665354330708661,2.946,"N","Normal"
21-04-26 09:13:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.678477690288714,2.95,9.665354330708661,2.946,"N","Normal"
21-04-26 09:28:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.645669291338583,2.94,9.665354330708661,2.946,"N","Normal"
21-04-26 09:43:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.711286089238845,2.96,9.665354330708661,2.946,"N","Normal"
21-04-26 09:58:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.678477690288714,2.95,9.665354330708661,2.946,"N","Normal"
21-04-26 10:13:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.645669291338583,2.94,9.665354330708661,2.946,"N","Normal"
21-04-26 10:28:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.678477690288714,2.95,9.665354330708661,2.946,"N","Normal"
21-04-26 10:43:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.678477690288714,2.95,9.665354330708661,2.946,"N","Normal"
21-04-26 10:58:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.645669291338583,2.94,9.665354330708661,2.946,"N","Normal"
21-04-26 11:13:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.678477690288714,2.95,9.665354330708661,2.946,"N","Normal"
21-04-26 11:28:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.678477690288714,2.95,9.665354330708661,2.946,"N","Normal"
21-04-26 11:43:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.678477690288714,2.95,9.665354330708661,2.946,"N","Normal"
21-04-26 11:58:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.645669291338583,2.94,9.665354330708661,2.946,"N","Normal"
21-04-26 12:13:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.61286089238845,2.93,9.665354330708661,2.946,"N","Normal"
21-04-26 12:28:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.61286089238845,2.93,9.665354330708661,2.946,"N","Normal"
21-04-26 12:43:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.61286089238845,2.93,9.665354330708661,2.946,"N","Normal"
21-04-26 12:58:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.61286089238845,2.93,9.665354330708661,2.946,"N","Normal"
21-04-26 13:13:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.58005249343832,2.92,9.665354330708661,2.946,"N","Normal"
21-04-26 13:28:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.61286089238845,2.93,9.665354330708661,2.946,"N","Normal"
21-04-26 13:43:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.61286089238845,2.93,9.665354330708661,2.946,"N","Normal"
21-04-26 13:58:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.61286089238845,2.93,9.665354330708661,2.946,"N","Normal"
21-04-26 14:13:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.61286089238845,2.93,9.665354330708661,2.946,"N","Normal"
21-04-26 14:28:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.58005249343832,2.92,9.665354330708661,2.946,"N","Normal"
21-04-26 14:43:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.547244094488189,2.91,9.665354330708661,2.946,"N","Normal"
21-04-26 14:58:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.58005249343832,2.92,9.665354330708661,2.946,"N","Normal"
21-04-26 15:13:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.645669291338583,2.94,9.665354330708661,2.946,"N","Normal"
21-04-26 15:28:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.58005249343832,2.92,9.665354330708661,2.946,"N","Normal"
21-04-26 15:43:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.61286089238845,2.93,9.665354330708661,2.946,"N","Normal"
21-04-26 15:58:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.58005249343832,2.92,9.665354330708661,2.946,"N","Normal"
21-04-26 16:13:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.58005249343832,2.92,9.665354330708661,2.946,"N","Normal"
21-04-26 16:28:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.61286089238845,2.93,9.665354330708661,2.946,"N","Normal"
21-04-26 16:44:31,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.58005249343832,2.92,9.665354330708661,2.946,"N","Normal"
21-04-26 16:58:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.58005249343832,2.92,9.665354330708661,2.946,"N","Normal"
21-04-26 17:13:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.61286089238845,2.93,9.665354330708661,2.946,"N","Normal"
21-04-26 17:28:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.547244094488189,2.91,9.665354330708661,2.946,"N","Normal"
21-04-26 17:43:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.547244094488189,2.91,9.665354330708661,2.946,"N","Normal"
21-04-26 17:58:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.547244094488189,2.91,9.665354330708661,2.946,"N","Normal"
21-04-26 18:13:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.61286089238845,2.93,9.665354330708661,2.946,"N","Normal"
21-04-26 18:28:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.645669291338583,2.94,9.665354330708661,2.946,"N","Normal"
21-04-26 18:43:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.58005249343832,2.92,9.665354330708661,2.946,"N","Normal"
21-04-26 18:58:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.58005249343832,2.92,9.665354330708661,2.946,"N","Normal"
21-04-26 19:13:55,"400783","ATT","ranger sensor",29.421882,-98.485166,"Downtown","-999","-999",9.61286089238845,2.93,9.665354330708661,2.946,"N","Normal"
